Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Cyprus,CYP,Gini index,SI.POV.GINI,34,32.9,31.4,32.7,31.2
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.30491018295288,6.11811017990112,5.69961977005005,5.0253529548645,5.21260023117065
Czechia,CZE,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,4651813000000,4811329266670.68,5018456476958.64,5159730777476.44,5362447778665.56
Czechia,CZE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,441094.91517163,451610.857296553,473715.177341167,485496.415591902,500832.024003291
Czechia,CZE,Gini index,SI.POV.GINI,25.9,25.4,24.9,25,25.3
Czechia,CZE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.75182008743286,5.55373001098633,3.80615997314453,4.26605987548828,4.54246997833252
Denmark,DNK,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2030205915000,2094167272698.2,2159075467444.68,2189542829442.49,2226292744345.52
Denmark,DNK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,357211.575190776,365326.713116772,374078.445718806,379151.682639365,384261.86042224
Denmark,DNK,Gini index,SI.POV.GINI,28.2,28.2,28.7,28.2,27.7
Denmark,DNK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.01041460037231,7.69106006622314,7.11585998535156,7.29690980911255,7.25505018234253
Djibouti,DJI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,417941671869.671,447713464025.716,472150074539.258,494692487439.88,522123831949.036
Djibouti,DJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,409621.039622155,431467.421189935,447603.074396994,461517.674053674,479580.707057625
Djibouti,DJI,Gini index,SI.POV.GINI,..,..,41.6,..,..
Djibouti,DJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.59894990921021,3.92226004600525,3.73344993591309,3.75143003463745,..
Dominica,DMA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Dominica,DMA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16892.0607868201,17559.4057983507,16662.8708245737,17335.4944700326,18368.5916322923
Dominica,DMA,Gini index,SI.POV.GINI,..,..,..,..,..
Dominica,DMA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.40711998939514,5.12971973419189,4.76675081253052,5.15360450744629,5.53449010848999
Dominican Republic,DOM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2102204598935.76,2265530723026.78,2342457017241.31,2471399990269.56,2623523939979.79
Dominican Republic,DOM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,200625.11263002,211620.448725907,219099.608300225,231893.671242388,241105.04227861
Dominican Republic,DOM,Gini index,SI.POV.GINI,45.2,45.7,42.2,43.7,41.9
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.6040027141571,3.85049557685852,3.9202675819397,3.91821074485779,4.04276895523071
Ecuador,ECU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,98746926776.2441,98855607566.0208,105936279182.128,107478963000,107690159778.236
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6213.52987555502,6081.46074989129,6346.73131132224,6303.91892523596,6208.57010496123
Ecuador,ECU,Gini index,SI.POV.GINI,46,45,44.7,45.4,45.7
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.10570001602173,4.36274814605713,4.6142578125,4.62145519256592,4.2457799911499
"Egypt, Arab Rep.",EGY,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5831244571031.05,6047428134368.15,6225993015424.97,6534285542864.51,6886147050847.34
"Egypt, Arab Rep.",EGY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,57147.3208863665,58430.2632428066,59669.0752570818,61668.9842793987,63960.5056110704
"Egypt, Arab Rep.",EGY,Gini index,SI.POV.GINI,31.8,..,31.5,..,31.9
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.93084812164307,..,..,..,..
El Salvador,SLV,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,23430916994.4011,24140279978.7687,24537919037.003,24948323337.181,25624801435.741
El Salvador,SLV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3741.41745136712,3825.81981357244,3903.79344569346,3993.93748069675,4089.63754343638
El Salvador,SLV,Gini index,SI.POV.GINI,40.6,40,38,38.6,38.8
El Salvador,SLV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.90987992286682,3.82523989677429,3.7252299785614,3.60575008392334,3.38710999488831
Equatorial Guinea,GNQ,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5258350786966.68,4361394938862.94,4623103086208.1,4693332153513.9,4174287178642.16
Equatorial Guinea,GNQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4590112.40622784,4034841.46391758,3674105.02843069,3329825.9908613,3045994.52632865
Equatorial Guinea,GNQ,Gini index,SI.POV.GINI,..,..,..,..,..
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Eritrea,ERI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Eritrea,ERI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..
Eritrea,ERI,Gini index,SI.POV.GINI,..,..,..,..,..
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Estonia,EST,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,21010885000,21780743852.999,22988795511.149,24050310696.1789,25090444950.6767
Estonia,EST,GDP per capita (constant LCU),NY.GDP.PCAP.KN,15972.9156071087,16462.1672151331,17368.7155757167,17948.7275497229,18548.5681642447
Estonia,EST,Gini index,SI.POV.GINI,32.7,31.2,30.4,30.3,30.8
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.14418983459473,5.15763998031616,4.96131992340088,5.23997020721436,5.26041984558105
Eswatini,SWZ,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Eswatini,SWZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,51786.5138915991,53301.8446168662,54206.0755744931,54121.4229435663,56280.0284606661
Eswatini,SWZ,Gini index,SI.POV.GINI,..,54.6,..,..,..
Eswatini,SWZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.35494709014893,5.43355321884155,6.17791414260864,5.73687362670898,5.69914817810059
Ethiopia,ETH,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1430789690323.12,1568097451000,1713919606251.16,1830809719365.33,1989973414607.9
Ethiopia,ETH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,13795.729671373,14693.8198860659,15666.3480886197,16288.9405851118,17182.6563505415
Ethiopia,ETH,Gini index,SI.POV.GINI,35,..,..,..,..
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.15336132049561,5.06151390075684,5.49905061721802,5.22011184692383,4.48086929321289
Faroe Islands,FRO,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,335109.711457843,335888.727155103,342710.533657487,346546.923408761,356700.453711748
Faroe Islands,FRO,Gini index,SI.POV.GINI,..,..,..,..,..
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Fiji,FJI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Fiji,FJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10428.7919483504,10677.0093425298,11253.5716164237,11702.7098049447,11663.6133773638
Fiji,FJI,Gini index,SI.POV.GINI,..,..,..,..,30.7
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.80931758880615,4.83590269088745,4.65119171142578,4.79706048965454,5.15273189544678
Finland,FIN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,210192000000,215259220135.801,221996135219.2,225329057520.836,227932134994.437
Finland,FIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,38359.4873356862,39233.1414664487,40434.1588761802,40862.293254042,41368.2178699458
Finland,FIN,Gini index,SI.POV.GINI,27.1,27.1,27.4,27.3,27.7
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.03208017349243,6.85153007507324,6.36311006546021,6.27557992935181,6.41695022583008
France,FRA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2201401600000,2226898854709.36,2264327564047.62,2292993625988,2345693366528.51
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,33079.7710269622,33276.3455017695,33871.2585040621,34305.5442787247,34884.8649049188
France,FRA,Gini index,SI.POV.GINI,32.7,31.9,31.6,32.4,31.2
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.44642734527588,5.40805816650391,5.45160007476807,5.40716981887817,5.35443019866943
French Polynesia,PYF,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
French Polynesia,PYF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1863333.40531047,1898523.52262714,1975143.43757475,2013283.77678109,2073428.32773067
French Polynesia,PYF,Gini index,SI.POV.GINI,..,..,..,..,..
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Gabon,GAB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,7243032028464.77,7246950639143.01,7633195345719.65,11168911977731.2,12881258328781.7
Gabon,GAB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2619835.02169781,2599090.33017094,2542855.95066994,2499931.33600142,2534494.78644939
Gabon,GAB,Gini index,SI.POV.GINI,..,..,38,..,..
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.82435989379883,2.66773080825806,3.55570793151855,3.07154297828674,2.8743097782135
"Gambia, The",GMB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,50829222749.1107,52214919375.6169,54183508888.5975,57182085467.5615,62633522184.111
"Gambia, The",GMB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,22812.2330165172,22652.3174629308,23152.4977275532,24233.2272198404,25141.6056127292
"Gambia, The",GMB,Gini index,SI.POV.GINI,35.9,..,..,..,..
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.19235181808472,2.17479729652405,2.45919442176819,2.36544394493103,2.80809712409973
Georgia,GEO,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,39901396665.3081,41314060251.7742,44526211034.942,47271019846.3736,49726000000
Georgia,GEO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10977.9785444085,11349.9512408434,11934.0000708154,12662.3854939248,13366.6257992598
Georgia,GEO,Gini index,SI.POV.GINI,36.5,36.6,37.9,36.4,35.9
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.16487407684326,3.52338004112244,3.52442002296448,3.46094989776611,3.82985997200012
Germany,DEU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,3085650000000,3180145334278.18,3253907480762.89,3279463592541.16,3322122597513.65
Germany,DEU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,37774.2443005745,38330.3917152565,39224.5883657866,39543.4910800311,39844.1806539524
Germany,DEU,Gini index,SI.POV.GINI,31.7,31.4,31.3,31.9,31.8
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.85515022277832,4.83923006057739,4.87182998657227,4.97933006286621,5.11552000045776
Ghana,GHA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,126039417734.491,131353167558.659,139106439835.589,149120623966.769,158858135050.357
Ghana,GHA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4556.3116277812,4604.01821837042,4870.17401887488,5065.90404237149,5288.32921264617
Ghana,GHA,Gini index,SI.POV.GINI,..,43.5,..,..,..
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.68874549865723,3.45474433898926,3.18611741065979,3.01595592498779,3.15307116508484
Gibraltar,GIB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Gibraltar,GIB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..
Gibraltar,GIB,Gini index,SI.POV.GINI,..,..,..,..,..
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Greece,GRC,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,175362878000,175972628755.001,178107094008.732,180374397427.361,184038536710.072
Greece,GRC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16205.9674797334,16268.3363754412,16540.6716462667,16916.46772973,17319.9213511588
Greece,GRC,Gini index,SI.POV.GINI,36,35,34.4,32.9,33.1
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.66139006614685,4.01561069488525,3.47708988189697,3.59734010696411,3.58612990379333
Greenland,GRL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,15528990044.2911,16780730182.9825,16987073268.7285,17438681880.7602,17708591697.5559
Greenland,GRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,255059.343479346,266658.954187876,266866.05426191,269242.989486461,275873.721654068
Greenland,GRL,Gini index,SI.POV.GINI,..,..,..,..,..
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Grenada,GRD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Grenada,GRD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,19072.2557466253,19707.4611308955,20527.2960376999,21375.7336352871,21466.5333114907
Grenada,GRD,Gini index,SI.POV.GINI,..,..,..,43.8,..
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.23861026763916,..,3.17379999160767,3.55919337272644,..
Guam,GUM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,5537337325.99547,5558760869.56522,5582921296.2963,5506341538.46154,5678304200.73301
Guam,GUM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,33322.2158212304,33519.4510238503,33971.4967276286,33858.0886285261,34899.3869277168
Guam,GUM,Gini index,SI.POV.GINI,..,..,..,..,..
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Guatemala,GTM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,454032193988.844,467766665957.981,482217642293.47,496351178705.49,521332205125.914
Guatemala,GTM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,28342.7754253246,28570.4316739567,28919.5684622478,29410.7277086091,30130.7424436542
Guatemala,GTM,Gini index,SI.POV.GINI,..,..,..,..,..
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.03032994270325,2.94474005699158,2.95009994506836,3.13193988800049,3.19297003746033
Guinea,GIN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,48689003732252.9,54431999546760.3,60555336535349.9,64089208434681.3,67234070135893.5
Guinea,GIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4174915.05062008,4509416.02677207,4848339.22237807,5027097.91320963,5175216.44896491
Guinea,GIN,Gini index,SI.POV.GINI,..,..,..,29.6,..
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.51713991165161,2.54450011253357,2.3203399181366,2.38432002067566,1.85812997817993
Guinea-Bissau,GNB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,681303000000,716883373969.951,779741495767.433,757572033844.154,803198804996.572
Guinea-Bissau,GNB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,381371.060148663,391647.874630232,400525.901830084,405841.302061006,418455.899691822
Guinea-Bissau,GNB,Gini index,SI.POV.GINI,..,..,..,34.8,..
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Guyana,GUY,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Guyana,GUY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1161325.86345731,1198016.36570327,1234781.95240208,1252020.07185847,1292730.27802369
Guyana,GUY,Gini index,SI.POV.GINI,..,..,..,..,..
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.89569997787476,4.73775005340576,4.6647801399231,4.45058012008667,..
Haiti,HTI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,637595823002.922,662956160295.871,680539864342.952,684990089133.194,677955689649.068
Haiti,HTI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,58953.964747746,59188.8390966669,59854.0886675737,60049.619142298,58256.0348281245
Haiti,HTI,Gini index,SI.POV.GINI,..,..,..,..,..
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.85497999191284,1.38776004314423,1.49846994876862,1.63715994358063,1.75941300392151
Honduras,HND,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,176024715658.438,183624370898.943,192769453964.934,194182158702.285,198715713946.5
Honduras,HND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,20579.2057315418,20982.6632583895,21595.5821240352,22019.2806913523,22177.6789227841
Honduras,HND,Gini index,SI.POV.GINI,49.2,49.8,49.4,48.9,48.2
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.41297006607056,6.09509515762329,5.74434375762939,6.05646991729736,5.93245983123779
"Hong Kong SAR, China",HKG,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2703660795153.37,2773064180528.55,2879753910275.89,2970750239694.82,2911107522273.27
"Hong Kong SAR, China",HKG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,374871.010656536,380661.069160101,392086.511929882,400034.887153477,390447.528603205
"Hong Kong SAR, China",HKG,Gini index,SI.POV.GINI,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.26212000846863,3.29269003868103,3.30989003181458,3.32624006271362,3.81017994880676
Hungary,HUN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,34965213000000,35946226731515.9,37336949617593.6,39009028597641.9,41005016366975.8
Hungary,HUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3552282.18389707,3641197.70251201,3806856.29680365,4016081.83425529,4213339.46567755
Hungary,HUN,Gini index,SI.POV.GINI,30.4,30.3,30.6,29.6,30
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.49539995193481,4.61547994613647,4.64757013320923,4.62343978881836,4.22488021850586
Iceland,ISL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2310847787000,2491857924439.67,2618275802774.69,2688619700976.65,2727708155622.86
Iceland,ISL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6985317.4342155,7323287.9927498,7453599.32149097,7611419.83890951,7584457.64817799
Iceland,ISL,Gini index,SI.POV.GINI,26.8,27.2,26.1,26.6,..
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.4579701423645,7.43219995498657,7.58385992050171,7.56349992752075,7.60129976272583
India,IND,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,112498778127507,122200998511052,131778445235731,138984101815223,146395241295086
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,85612.0738215478,91582.6143978069,96675.6930439977,101791.886459201,104638.758779585
India,IND,Gini index,SI.POV.GINI,..,..,..,..,..
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.11499166488647,4.256516456604,4.30639696121216,4.3769326210022,3.89732360839844
Indonesia,IDN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,8.87530417242909E+15,9.35660521287783E+15,9.83354245047595E+15,1.02360335455704E+16,1.06721073011291E+16
Indonesia,IDN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,34310706.1395734,35652440.9726886,37078930.3077804,38621154.3076464,40181952.6317615
Indonesia,IDN,Gini index,SI.POV.GINI,38.2,36.9,36.4,36.3,35.4
Indonesia,IDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.58360004425049,1.21023452281952,1.05324387550354,0.99443644285202,0.964399099349976
"Iran, Islamic Rep.",IRN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1.32138853693841E+16,1.44088908141246E+16,1.47982040839604E+16,1.39232297664208E+16,1.29325990064256E+16
"Iran, Islamic Rep.",IRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,160272717.726265,171918718.28207,174137669.927894,168770978.514671,161834188.530283
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,35.3,35.9,36.7,37.4,36.5
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.62911009788513,3.17396998405457,3.45956993103027,3.61979007720947,3.24005007743835
Iraq,IRQ,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,123341944549282,141270186421314,154360211938629,179569803158002,182963114971255
Iraq,IRQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4888541.97896808,5431092.68254668,5214638.28285548,5228601.13132731,5392802.18303041
Iraq,IRQ,Gini index,SI.POV.GINI,..,..,..,..,..
Iraq,IRQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Ireland,IRL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,272544313000,275385890766.555,296881354955.904,317514350308.284,335396173399.709
Ireland,IRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,57964.0164722902,58014.1136218584,63153.0288381133,67081.2864831459,69505.4473343953
Ireland,IRL,Gini index,SI.POV.GINI,31.8,32.8,31.4,30.6,30.3
Ireland,IRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.74868988990784,3.74674010276794,3.49044990539551,3.37838006019592,3.2961699962616
Isle of Man,IMN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Isle of Man,IMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55474.9919251612,59422.0597307724,61003.7975101014,62208.2222531332,62253.8658453232
Isle of Man,IMN,Gini index,SI.POV.GINI,..,..,..,..,..
Isle of Man,IMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Israel,ISR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1176632507000,1240500437097.15,1294063970453.17,1337337060457.25,1408141728794.85
Israel,ISR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,140407.931528263,143695.224198455,146958.997624321,150028.303125141,152762.857190192
Israel,ISR,Gini index,SI.POV.GINI,39.7,39,38.2,38.6,38.3
Israel,ISR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.7976598739624,5.79980993270874,6.00771999359131,6.06284999847412,6.04147005081177
Italy,ITA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1663277700000,1698349370844.45,1716296314743.21,1727218219240.56,1738150595174.19
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,27387.8109714147,27773.5276161322,28261.2525732114,28549.0831779809,29004.1101586679
Italy,ITA,Gini index,SI.POV.GINI,35.4,35.2,35.9,35.2,34.6
Italy,ITA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.07362985610962,3.81578993797302,4.04493999481201,4.25614023208618,4.09527015686035
Jamaica,JAM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,816120106714.212,844445176767.201,852484637741.962,878467257346.31,878815353811.381
Jamaica,JAM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,305128.858383163,308512.535076684,310941.541975819,316331.317681626,318795.113894486
Jamaica,JAM,Gini index,SI.POV.GINI,..,..,..,35.3,..
Jamaica,JAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.45522022247314,5.31461000442505,5.26016998291016,5.41380977630615,5.16364002227783
Japan,JPN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,538032300000000,547465392334581,552807171616110,551952406479267,550472989530760
Japan,JPN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4231776.53156731,4265857.68657339,4340877.56328954,4374353.04244111,4362884.76482433
Japan,JPN,Gini index,SI.POV.GINI,30.7,31.8,31.8,32.9,33
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.31221008300781,3.14643001556396,3.13057994842529,3.07782006263733,3.15533995628357
Jordan,JOR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2909.451771758,2830.56890677705,2836.00597641678,2827.419069945,2820.43395120883
Jordan,JOR,Gini index,SI.POV.GINI,..,..,..,..,..
Jordan,JOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,3.45282006263733,3.21305990219116,2.95461988449097,2.98847007751465
Kazakhstan,KAZ,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,14242357885700.8,14256886004696.1,15518346570783.9,16719684903935.1,17364499709835.6
Kazakhstan,KAZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,714089.90681297,710959.370929447,728667.729791623,747292.964505325,769667.32972211
Kazakhstan,KAZ,Gini index,SI.POV.GINI,26.8,27.2,27.5,27.8,28
Kazakhstan,KAZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.33796977996826,3.56325101852417,3.39102387428284,3.15191626548767,3.35382127761841
Kenya,KEN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,7274460624606.93,7594064300000,7900122937228.41,8340811102375.33,8798659378714.66
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,154751.584281912,157750.589446084,160282.094922765,165930.512586595,171024.658462706
Kenya,KEN,Gini index,SI.POV.GINI,40.8,..,..,..,..
Kenya,KEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.9494514465332,4.66556310653687,4.26874256134033,5.32192516326904,5.37359189987183
Kiribati,KIR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,263191217.209454,284438173.314448,297829108.733722,302986917.047833,312134962.620995
Kiribati,KIR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2250.68291164866,2376.38137672875,2428.63893211042,2475.90303826922,2518.8221739737
Kiribati,KIR,Gini index,SI.POV.GINI,..,..,..,..,27.8
Kiribati,KIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,12.1140003204346,13.4829998016357,13.5749998092651,15.3769998550415,13.7686548233032
"Korea, Dem. People's Rep.",PRK,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Gini index,SI.POV.GINI,..,..,..,..,..
