Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Kosovo,XKX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Kosovo,XKX,Gini index,SI.POV.GINI,40.2
Kosovo,XKX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,25.069
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.249
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,140856394870.02
Kuwait,KWT,GNI (current US$),NY.GNP.MKTP.CD,161059878933.509
Kuwait,KWT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.72789573669434
Kuwait,KWT,Gini index,SI.POV.GINI,..
Kuwait,KWT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.969756097561
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,9371275264.36735
Kyrgyz Republic,KGZ,GNI (current US$),NY.GNP.MKTP.CD,8591968638.36629
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.07318115234375
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,29.7
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.45
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.6
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,18740561512.5555
Lao PDR,LAO,GNI (current US$),NY.GNP.MKTP.CD,17656111399.7487
Lao PDR,LAO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.12201404571533
Lao PDR,LAO,Gini index,SI.POV.GINI,..
Lao PDR,LAO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.911
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,33099503950.847
Latvia,LVA,GNI (current US$),NY.GNP.MKTP.CD,33726980608.3372
Latvia,LVA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.43584012985229
Latvia,LVA,Gini index,SI.POV.GINI,34.5
Latvia,LVA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.312
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3878048780488
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,51605959131.2741
Lebanon,LBN,GNI (current US$),NY.GNP.MKTP.CD,50358759131.2741
Lebanon,LBN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.60026550292969
Lebanon,LBN,Gini index,SI.POV.GINI,..
Lebanon,LBN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.301
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.208
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2390702295.82777
Lesotho,LSO,GNI (current US$),NY.GNP.MKTP.CD,2852674377.63294
Lesotho,LSO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.19406890869141
Lesotho,LSO,Gini index,SI.POV.GINI,..
Lesotho,LSO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,16.876
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.249
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,3319596500
Liberia,LBR,GNI (current US$),NY.GNP.MKTP.CD,2965834700
Liberia,LBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.16508197784424
Liberia,LBR,Gini index,SI.POV.GINI,..
Liberia,LBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.232
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,69254496471.6938
Libya,LBY,GNI (current US$),NY.GNP.MKTP.CD,71084266693.7479
Libya,LBY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Libya,LBY,Gini index,SI.POV.GINI,..
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.941
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,6436467007.11932
Liechtenstein,LIE,GNI (current US$),NY.GNP.MKTP.CD,6269829689.81912
Liechtenstein,LIE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Liechtenstein,LIE,Gini index,SI.POV.GINI,..
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.1609756097561
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,55122066225.796
Lithuania,LTU,GNI (current US$),NY.GNP.MKTP.CD,52901803474.7058
Lithuania,LTU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.9640998840332
Lithuania,LTU,Gini index,SI.POV.GINI,35.3
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.255
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.2829268292683
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,69890505323.5842
Luxembourg,LUX,GNI (current US$),NY.GNP.MKTP.CD,47877349992.9411
Luxembourg,LUX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.73606991767883
Luxembourg,LUX,Gini index,SI.POV.GINI,34.2
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.592
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6390243902439
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,55082293844.1008
"Macao SAR, China",MAC,GNI (current US$),NY.GNP.MKTP.CD,48730916538.9376
"Macao SAR, China",MAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.0654399394989
"Macao SAR, China",MAC,Gini index,SI.POV.GINI,..
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.73
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.9292682926829
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,14104664678.5063
Madagascar,MDG,GNI (current US$),NY.GNP.MKTP.CD,13612309667.8372
Madagascar,MDG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01338386535645
Madagascar,MDG,Gini index,SI.POV.GINI,..
Madagascar,MDG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.504
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,11051865579.8121
Malawi,MWI,GNI (current US$),NY.GNP.MKTP.CD,10785451582.33
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Malawi,MWI,Gini index,SI.POV.GINI,38.5
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.995
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,365177721021.516
Malaysia,MYS,GNI (current US$),NY.GNP.MKTP.CD,355643356741.268
Malaysia,MYS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.97953963279724
Malaysia,MYS,Gini index,SI.POV.GINI,..
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.26
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,5726094799.37709
Maldives,MDV,GNI (current US$),NY.GNP.MKTP.CD,5166269608.4174
Maldives,MDV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.12356948852539
Maldives,MDV,Gini index,SI.POV.GINI,29.3
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.562
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.707
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,17280250810.0321
Mali,MLI,GNI (current US$),NY.GNP.MKTP.CD,16584807149.3751
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.55504989624023
Mali,MLI,Gini index,SI.POV.GINI,..
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.29
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.217
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,16337793530.7788
Malta,MLT,GNI (current US$),NY.GNP.MKTP.CD,14798835701.3958
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.8993501663208
Malta,MLT,Gini index,SI.POV.GINI,31
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.627
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6585365853659
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,232900000
Marshall Islands,MHL,GNI (current US$),NY.GNP.MKTP.CD,282600000
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,9.92057037353516
Marshall Islands,MHL,Gini index,SI.POV.GINI,35.5
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.342
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.047
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,7894764885.82312
Mauritania,MRT,GNI (current US$),NY.GNP.MKTP.CD,7798537820.05985
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.82317996025085
Mauritania,MRT,Gini index,SI.POV.GINI,32
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.416
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.64
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,14436346979.6355
Mauritius,MUS,GNI (current US$),NY.GNP.MKTP.CD,15153839975.8896
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.54195022583008
Mauritius,MUS,Gini index,SI.POV.GINI,..
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.331
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.2358536585366
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1304106203694.81
Mexico,MEX,GNI (current US$),NY.GNP.MKTP.CD,1267424146058.02
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Mexico,MEX,Gini index,SI.POV.GINI,..
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.477
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.53
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,394000000
"Micronesia, Fed. Sts.",FSM,GNI (current US$),NY.GNP.MKTP.CD,442208700
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,10.2259998321533
"Micronesia, Fed. Sts.",FSM,Gini index,SI.POV.GINI,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.196
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,11736797054.6965
Moldova,MDA,GNI (current US$),NY.GNP.MKTP.CD,12351757049.22
Moldova,MDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.22576999664307
Moldova,MDA,Gini index,SI.POV.GINI,26
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.502
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.181
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,7383496254.23721
Monaco,MCO,GNI (current US$),NY.GNP.MKTP.CD,..
Monaco,MCO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.15890002250671
Monaco,MCO,Gini index,SI.POV.GINI,..
Monaco,MCO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,86.151
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,14206359017.5143
Mongolia,MNG,GNI (current US$),NY.GNP.MKTP.CD,12634360587.8507
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.65236973762512
Mongolia,MNG,Gini index,SI.POV.GINI,..
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.024
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.0531707317073
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,5542054181.12616
Montenegro,MNE,GNI (current US$),NY.GNP.MKTP.CD,5604334042.31501
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Montenegro,MNE,Gini index,SI.POV.GINI,35.7
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.128
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6829268292683
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,128920266409.458
Morocco,MAR,GNI (current US$),NY.GNP.MKTP.CD,126978615953.539
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.00325679779053
Morocco,MAR,Gini index,SI.POV.GINI,..
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.245
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,15512759046.672
Mozambique,MOZ,GNI (current US$),NY.GNP.MKTP.CD,15236312737.5433
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.2863941192627
Mozambique,MOZ,Gini index,SI.POV.GINI,50.3
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.306
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,75065106227.6892
Myanmar,MMR,GNI (current US$),NY.GNP.MKTP.CD,72641276228.2097
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.99976003170013
Myanmar,MMR,Gini index,SI.POV.GINI,..
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.407
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.457
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,12541928303.48
Namibia,NAM,GNI (current US$),NY.GNP.MKTP.CD,12234173555.5494
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,9.32253170013428
Namibia,NAM,Gini index,SI.POV.GINI,..
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.546
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,124871111.377973
Nauru,NRU,GNI (current US$),NY.GNP.MKTP.CD,176651639.181756
Nauru,NRU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.01101303100586
Nauru,NRU,Gini index,SI.POV.GINI,..
Nauru,NRU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.393
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,34186180699.0255
Nepal,NPL,GNI (current US$),NY.GNP.MKTP.CD,34539791626.5539
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.48568081855774
Nepal,NPL,Gini index,SI.POV.GINI,..
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.299
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,928903005576.469
Netherlands,NLD,GNI (current US$),NY.GNP.MKTP.CD,891679358650.979
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.15986013412476
Netherlands,NLD,Gini index,SI.POV.GINI,29.2
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.379
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1121951219512
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,9475655324.59495
New Caledonia,NCL,GNI (current US$),NY.GNP.MKTP.CD,9835664554.07088
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
New Caledonia,NCL,Gini index,SI.POV.GINI,..
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.881
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.262
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,212846907683.439
New Zealand,NZL,GNI (current US$),NY.GNP.MKTP.CD,207518405665.816
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.17797994613647
New Zealand,NZL,Gini index,SI.POV.GINI,..
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.109
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0560975609756
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,12699028889.666
Nicaragua,NIC,GNI (current US$),NY.GNP.MKTP.CD,12232628822.9947
Nicaragua,NIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.59991979598999
Nicaragua,NIC,Gini index,SI.POV.GINI,..
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.764
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,12889555561.2299
Niger,NER,GNI (current US$),NY.GNP.MKTP.CD,13479237677.1727
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.52622723579407
Niger,NER,Gini index,SI.POV.GINI,..
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.532
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.031
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,474517490844.461
Nigeria,NGA,GNI (current US$),NY.GNP.MKTP.CD,465356470849.403
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.358478993177414
Nigeria,NGA,Gini index,SI.POV.GINI,..
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.695
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.009
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,12606338448.547
North Macedonia,MKD,GNI (current US$),NY.GNP.MKTP.CD,12024667114.9758
North Macedonia,MKD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
North Macedonia,MKD,Gini index,SI.POV.GINI,33.5
North Macedonia,MKD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.414
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6024390243903
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1179000000
Northern Mariana Islands,MNP,GNI (current US$),NY.GNP.MKTP.CD,..
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Northern Mariana Islands,MNP,Gini index,SI.POV.GINI,..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.844
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,408742840909.091
Norway,NOR,GNI (current US$),NY.GNP.MKTP.CD,421234090909.091
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.8645601272583
Norway,NOR,Gini index,SI.POV.GINI,27.7
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.684
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.9585365853659
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,88060858257.4772
Oman,OMN,GNI (current US$),NY.GNP.MKTP.CD,81936020806.2419
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.06363010406494
Oman,OMN,Gini index,SI.POV.GINI,..
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.946
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,320909472770.669
Pakistan,PAK,GNI (current US$),NY.GNP.MKTP.CD,315299473058.399
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.21491765975952
Pakistan,PAK,Gini index,SI.POV.GINI,..
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.83
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.729
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,281941562.5
Palau,PLW,GNI (current US$),NY.GNP.MKTP.CD,279941562.5
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Palau,PLW,Gini index,SI.POV.GINI,..
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.982
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,69778991200
Panama,PAN,GNI (current US$),NY.GNP.MKTP.CD,65459457700
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.09329414367676
Panama,PAN,Gini index,SI.POV.GINI,49.8
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.409
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.514
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,24750626040.5917
Papua New Guinea,PNG,GNI (current US$),NY.GNP.MKTP.CD,23013814348.1214
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.736999988555908
Papua New Guinea,PNG,Gini index,SI.POV.GINI,..
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.331
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,37925338329.1494
Paraguay,PRY,GNI (current US$),NY.GNP.MKTP.CD,36767424995.415
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.48983025550842
Paraguay,PRY,Gini index,SI.POV.GINI,45.7
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.595
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.668
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,228346006003.648
Peru,PER,GNI (current US$),NY.GNP.MKTP.CD,220088217727.993
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.822429895401
Peru,PER,Gini index,SI.POV.GINI,41.5
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.379
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.275
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,376823402244.928
Philippines,PHL,GNI (current US$),NY.GNP.MKTP.CD,414552288030.862
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.40748643875122
Philippines,PHL,Gini index,SI.POV.GINI,..
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.237
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.68
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,602683770144.88
Poland,POL,GNI (current US$),NY.GNP.MKTP.CD,577797688425.851
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.67881011962891
Poland,POL,Gini index,SI.POV.GINI,28.8
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.267
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9048780487805
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,240115970063.019
Portugal,PRT,GNI (current US$),NY.GNP.MKTP.CD,233752871351.921
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.63002014160156
Portugal,PRT,Gini index,SI.POV.GINI,32.8
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.464
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6756097560976
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,105126400000
